CORPORATE_IDENTIFICATION_NUMBER,DATE_OF_REGISTRATION,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,REGISTERED_STATE,REGISTRAR_OF_COMPANIES,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
U00063KA1996PTC019896,22-02-1996,SURUCHI FINTRADE PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,000,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"G-001,GROUND FLOOR,NO.8, DASSAPPA LAYOUT, RAMAKRISHNA ROAD,COX TOWN,BANGALORE.5. Karnataka INDIA",Indian Non-Government Company
U00063KA1996PTC019945,29-02-1996,RAGHUSHREE EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","10,000.00",Karnataka,RoC-Bangalore,NA,"747, 10TH MAIN BASAVESHWARNAGAR, BANGALORE-79 NAGAR, BANGALORE-79 Karnataka INDIA",Indian Non-Government Company
U00063KA1996PTC020068,15-03-1996,MALATHI MARKETING PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"NO.989, 4TH MAIN, 'D' BLOCK,RAJAJINAGAR BANGALORE-10 Karnataka INDIA",Indian Non-Government Company
U00063KA1996PTC020108,21-03-1996,PARESH EXPORTS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"10,000,000.00","171,000.00",Karnataka,RoC-Bangalore,NA,NO.104 IST FLOOR 56 CENTREPOINT RESIDENCY ROAD BANGALORE. 560001 BANGALORE. 560001 Karnataka INDIA,Indian Non-Government Company
U00063KA1996PTC020526,24-05-1996,KARTIK IMPEX PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"NO.1, II MAIN ROAD,PALACE GUTAHALLI, BANGALORE-3 BANGALORE Karnataka INDIA 560003",Indian Non-Government Company
U00063KA1996PTC020773,08-07-1996,SGP IMPEX PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","9,000.00",Karnataka,RoC-Bangalore,NA,"968, 25/1, """"PRAKRUTHI""""12TH MAIN, 4TH CROSS, HANUMANTHA NAGAR, BANGALORE Karnataka INDIA 560019",Indian Non-Government Company
U00063KA1996PTC020889,26-07-1996,LALITH MARKETING AND SERVICES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","3,000.00",Karnataka,RoC-Bangalore,NA,"IST FLOOR SHIVAGIRI BUILDINGNEAR SHANKER VITTAL GARAGE ATTAVARA, MANGALORE-1 Karnataka INDIA",Indian Non-Government Company
U00063KA1996PTC021382,11-11-1996,OLAM EXPORTS (INDIA) PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"50,000,000.00","50,000.00",Karnataka,RoC-Bangalore,NA,"105,A&B,EMBASSY SQUARE148,INFANTRY ROAD BANGALORE-560 001 BANGALORE Karnataka INDIA 560001",Indian Non-Government Company
U00063KA1996PTC021467,5-12-1996,FORESIGHT MARKETING SERVICES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","10,000.00",Karnataka,RoC-Bangalore,NA,"63/1, RAILWAY PARALLEL ROAD,KUMARA PARK WEST, BANGALORE BANGALORE Karnataka INDIA 560003",Indian Non-Government Company
U00063KA1996PTC021474,6-12-1996,SUPRE CREATIVE MARKETING PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"RAGHU MANSION, KANKANADI,PUMPWELL, MANGALORE. PUMPWELLMANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1996PTC021480,10-12-1996,FRONTLINE SOURCINGS AND EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"23/68, LANGFORD ROAD,BANGALORE-25. BANGALORE Karnataka INDIA 560025",Indian Non-Government Company
U00063KA1996PTC021532,20-12-1996,REPLIKA MARKETING PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"NO.89/1,GANDHI BAZAR MAIN ROADBASAVANAGUDI, BANGALORE BANGALORE Karnataka INDIA 560004",Indian Non-Government Company
U00063KA1996PTC021541,23-12-1996,C.I.EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"5,000,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"60, SAIBABA TEMPLE ROAD,CAMBRIDGE LAYOUT, ULSOOR, BANGALORE BANGALORE Karnataka INDIA 560008",Indian Non-Government Company
U00063KA1997PTC021656,16-01-1997,KAJAL ENTERPRISES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,500,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"862-E,7TH CROSS,III MAIN3RD BLOCK,KORAMANGALA BANGALORE-34 BANGALORE Karnataka INDIA 560034",Indian Non-Government Company
U00063KA1997PTC021685,22-01-1997,WARREN EXIM PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"B-4,VASIHNAVI APARTMENTSIII CROSS,SHANKARAPURAM BASAVANGUDI,BANGALORE-4 BASAVANGUDI,BANGALORE-4 Karnataka INDIA",Indian Non-Government Company
U00063KA1997PTC021898,03-03-1997,KIVI EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"69,VINAYAKA LAY OUTSULTANPALYA,R.T.NAGAR BANGALORE-32 BANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1997PTC021925,06-03-1997,MIRAMAR TRADING AND CONSULTANCY SERVICES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","177,000.00",Karnataka,RoC-Bangalore,NA,"1075/H 10TH MAIN,5TH CROSS,HAL 2ND STAGE INDIRANAGAR, BANGALORE-560 008. BANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1997PTC021965,17-03-1997,R S H EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","500,000.00",Karnataka,RoC-Bangalore,NA,"691,3RD MAIN,9TH A CROSSW.O.C ROAD,2 STAGE RAJAJINAGAR BANGALORE-86 BANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1997PTC022198,02-05-1997,NRC EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,500,000.00","10,000.00",Karnataka,RoC-Bangalore,NA,"510,WESTMINISTER,3RD FLOORCUNNIGHAM ROAD BANGALORE-52 BANGALORE Karnataka INDIA 560052",Indian Non-Government Company
U00063KA1997PTC022259,20-05-1997,SRI DURGA PARAMESHWARI EXIM PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"5,000,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"373,MAITRI WEST OF BED COLLEGEKUVEMBUNAGAR MYSORE-570 009 MYSORE Karnataka INDIA 570009",Indian Non-Government Company
U00063KA1997PTC022400,17-06-1997,BADAMI EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,BADAMIBIJAPUR BIJAPUR Karnataka INDIA,Indian Non-Government Company
U00063KA1997PTC022440,25-06-1997,ASTRA AGENCIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",NA,Karnataka,RoC-Bangalore,NA,"409,I FLOOR,18TH CROSSI LINK ROAD,3RD BLOCK JAYANAGAR,BANGALORE JAYANAGAR,BANGALORE Karnataka INDIA",Indian Non-Government Company
U00063KA1997PTC022479,03-07-1997,PIEMONTEX IMPEX PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"143,GROUND FLOORINFANTRY ROAD BANGALORE-1 BANGALORE-1 Karnataka INDIA",Indian Non-Government Company
U00063KA1997PTC022544,17-07-1997,S L P COLD STORAGE PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"5,000,000.00","5,000,000.00",Karnataka,RoC-Bangalore,"Community, personal & Social Services","104,3RD MAIN,3RD CROSSYESHWANTHPUR INDL.SUBURB II STAGE,BANGALORE II STAGE,BANGALORE Karnataka INDIA 560022",Indian Non-Government Company
U00063KA1997PTC022615,06-08-1997,MULTILINES AGENCY PRIVATE LIMITED,UNDER LIQUIDATION,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"11/1,11/5,OLD MARKET ROADVISVESWARAPURAM BANGALORE-4 BANGALORE-4 Karnataka INDIA",Indian Non-Government Company
U00063KA1997PTC022649,14-08-1997,WIRTGEN MARKETING AND INFRASTRUCTURE SERVICES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"10,000,000.00","11,000.00",Karnataka,RoC-Bangalore,NA,"22B, KUMBALGODU INDUSTRIALAREA, PHASE-2 MYSORE ROAD, BANGALORE Karnataka INDIA 560074",Indian Non-Government Company
U00063KA1998PTC023683,29-04-1998,INNOVATIVE SELLERS (INDIA) PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,000,000.00",200,Karnataka,RoC-Bangalore,NA,"15,KVVS COMPLEX,AZAD PARK ROADDHARWAD DHARWAD Karnataka INDIA",Indian Non-Government Company
U00063KA1998PTC023854,16-06-1998,AMARYLLIS EXPORTS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,500,000.00","100,000.00",Karnataka,RoC-Bangalore,NA,"F-4,CASA CAPITOL,17, WOOD STREET, BANGALORE-560 025. BANGALORE Karnataka INDIA 560025",Indian Non-Government Company
U00063KA1998PTC024310,9-10-1998,ALLTON GLORICH PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"CH 26, BALAKRISHNA RAO ROAD,CHAMARAJAPURAM MYSORE - PIN CODE: 570 005. MYSORE Karnataka INDIA 570005",Indian Non-Government Company
U00063KA1998PTC024321,13-10-1998,INDIAN AYUR-HERBAL PRODUCTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"5,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"519, 13TH CROSS, 7TH MAIN,RMV EXTN., STAGE - 2, BANGALORE - 560 094. BANGALORE - 560 094. Karnataka INDIA",Indian Non-Government Company
U00063KA1998PTC024339,16-10-1998,GEYEM IMPEX PRIVATE LIMITED,UNDER LIQUIDATION,Private,Company Limited by Shares,"6,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"SECTOR NO.1, H.S.R. LAYOUT,SUBBIAH REDDY GARDEN AGARA, BANGALORE - 560 034. BANGALORE - 560 034. Karnataka INDIA",Indian Non-Government Company
U00063KA1999PTC024904,15-03-1999,SPRINTER RUBBER AND MARKETING AGENCIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","100,000.00",Karnataka,RoC-Bangalore,NA,"UNITY COMPLEX, OPP: GITHANJALITHEATRE, UDUPI Karnataka INDIA 577001",Indian Non-Government Company
U00063KA1999PTC024961,25-03-1999,NAVASHAKTHI SYNTHETICS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","40,000.00",Karnataka,RoC-Bangalore,NA,"NO.6, NHCS LAYOUT, MARENAHALLIVIJAYANAGAR, BANGALORE Karnataka INDIA 560040",Indian Non-Government Company
U00064KA1988PTC009391,25-08-1988,VEEVEES C & F AGENTS PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"1,000,000.00","700,000.00",Karnataka,RoC-Bangalore,NA,"NO.8, & 9, 'SRI KAMAKSHI' 9TH MAIN, 2ND CROSS, MALLESH PALYA, Bangalore Karnataka INDIA 560075",Indian Non-Government Company
U00064KA1988PTC009597,15-11-1988,MRIGASH AEROSAL PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"NO.51, KALAHALLI,ULSOOR,BANGALORE-42. BANGALORE Karnataka INDIA 560042",Indian Non-Government Company
U00064KA1988PTC009643,29-11-1988,BELGAUM MACHINE TOOLS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"200,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"BANK OF INDIA BDG,SHAMA PRASADMUKHARJEE RAOD SHAHPUR, BELGAUM BELGAUM Karnataka INDIA",Indian Non-Government Company
U00064KA1988PTC009736,29-12-1988,FABRETTI FASHION WEAR PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"300,000.00","150,000.00",Karnataka,RoC-Bangalore,NA,"SAJIDA MANZIL NO 14, C.K.GARDEN, ST. THOMAS TOWN, BANGALORE-80. BANGALORE Karnataka INDIA 560080",Indian Non-Government Company
U00064KA1993PTC013899,18-01-1993,SHORE MARKETING PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"422,II LINK ROAD,IIIBLOCKJAYANAGAR,BANGALORE BANGALORE BANGALORE Karnataka INDIA 560011",Indian Non-Government Company
U00064KA1993PTC014234,21-04-1993,COCONUT COMMISION AGENCY PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00",500,Karnataka,RoC-Bangalore,NA,BEHIND GIRLS HIGH SCHOOL GUBBITUMKUR TUMKUR Karnataka INDIA,Indian Non-Government Company
U00064KA1994PTC015768,15-06-1994,ALITHUR EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"Richmond Plaza, I st FLOOr, Richmond Circle, Bangalore Karnataka INDIA 560025",Indian Non-Government Company
U00064KA1994PTC016119,22-08-1994,ARIES EXIM LIASION(RE)PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"100,000.00","8,000.00",Karnataka,RoC-Bangalore,NA,"91/1,C.7,BULL TEMPLE ROADGAVIPURA EXTN BANGALORE Karnataka INDIA 560019",Indian Non-Government Company
U00064KA1994PTC016183,05-09-1994,LIGHTEX EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"3,000,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"6TH MILE,HOSUR ROADBOMMANAHALLI,BANGALORE Karnataka INDIA 560068",Indian Non-Government Company
U00064KA1994PTC016205,08-09-1994,WILKAM EXPORTS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00",800,Karnataka,RoC-Bangalore,NA,"365,GURUKRUPA,BEHIND BLIND SCHOOL RAMESH NAGAR POST BANGALORE-37 BANGALORe Karnataka INDIA 560037",Indian Non-Government Company
U00064KA1994PTC016267,19-09-1994,NARI AGRI EXPORTS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"10,000,000.00","70,000.00",Karnataka,RoC-Bangalore,NA,"1,KARIAPPA BHAVAN,RESIDENCY ROAD,BANGALORE bangalore Karnataka INDIA 560025",Indian Non-Government Company
U00064KA1994PTC016305,26-09-1994,SIERRA EXPORTS(INDIA)PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"122/C,8TH MAIN ROAD,3RD BLOCKJAYANAGAR BANGALORE Karnataka INDIA 560011",Indian Non-Government Company
U00065KA1987PTC008588,15-09-1987,KOPPA AGENCIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","4,000.00",Karnataka,RoC-Bangalore,NA,"SOMWARPET ROAD, KUSHALANAGAR POST, SOMWARPET TALUK KODAGU D ISTRICT kushal nagar kodagu Karnataka INDIA",Indian Non-Government Company
U00065KA1988PTC009605,18-11-1988,BRIGADE MARKETING CO. PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"10,000,000.00","510,100.00",Karnataka,RoC-Bangalore,NA,"135,Brigade Road, Brigade Road Bangalore Karnataka INDIA 560001",Indian Non-Government Company
U00066KA1941PTC004399,21-02-1941,NATSIN INDIA PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"100,000.00","100,000.00",Karnataka,RoC-Bangalore,NA,"NO. 565/8, II STAGE, 8TH MAININDIRANAGAR BANGALORE-560038. INDIRANAGAR, BANGALORE-560038. Karnataka INDIA",Indian Non-Government Company
U00066KA1950PTC000644,16-02-1950,NARIELWALA INDUSTRIES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"380,000.00",NA,Karnataka,RoC-Bangalore,NA,"KARIMMA TEMPLE STREET ,ARSIKERE HASSAN -573 103 KARNATAKA KARNATAKA Karnataka INDIA",Indian Non-Government Company
U00066KA1969PLC001843,4-12-1969,KAREEMSONS LIMITED,DORMANT,Public,Company Limited by Shares,"4,000,000.00","3,000.00",Karnataka,RoC-Bangalore,NA,"NO.103,MASJID MOHALLA,RAMANAGARAM BANGALORE-571511. BANGALORE Karnataka INDIA 571511",Indian Non-Government Company
U00066KA1984PTC006247,26-07-1984,ARKAYS ENTERPRISE PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"NO 1,HALL ROAD,RICHARDS TOWNBANGALORE BANGALORE Karnataka INDIA",Indian Non-Government Company
U00066KA1984PTC006319,24-08-1984,PRAGATHI TRADING CO.PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,500,000.00","1,048,000.00",Karnataka,RoC-Bangalore,NA,"235 J BOMMASANDRA INDUSTRIALAREA, BANGALORE 562 158 BANGALORE Karnataka INDIA",Indian Non-Government Company
U00066KA1984PTC006345,06-09-1984,MOTHA INTER-TRADE PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"100,000.00",200,Karnataka,RoC-Bangalore,NA,"1047, 6TH MAIN ROAD,VIJAYANAGAR, BANGLORE VIJAYANAGAR BANGLORE Karnataka INDIA",Indian Non-Government Company
U00066KA1985PTC006695,12-02-1985,AIMS MARKETING PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"100,000.00",600,Karnataka,RoC-Bangalore,NA,"64,12TH 'C' MAIN 6TH BLOCK,,RAJAJINAGAR,BANGALORE BANGALORE Karnataka INDIA 560010",Indian Non-Government Company
U00066KA1985PTC006868,25-04-1985,ARK EXPORTERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",NA,Karnataka,RoC-Bangalore,NA,"NO. 91, 3RD MAIN ROAD, NEWTHARAGUPET, BANGALORE THARAGUPET, BANGALORE Karnataka INDIA",Indian Non-Government Company
U00066KA1985PTC007011,10-07-1985,U.T.EXPORTS (INDIA) PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"600,000.00","312,000.00",Karnataka,RoC-Bangalore,NA,"134, KAMADHENU ANNEXE, TRINITY CIRCLE, M.G.ROAD, BANGALORE Karnataka INDIA 560001",Indian Non-Government Company
U00067KA1995PLC018097,22-06-1995,RECON FINANCE LIMITED,STRIKE OFF,Public,Company Limited by Shares,"12,500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,16/2 OVH ROAD BASAVANAGUDI BANGALORE Karnataka INDIA 560004,Indian Non-Government Company
U00068KA1988PTC009412,02-09-1988,NAVMARG MARKETING PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"300,000.00","7,000.00",Karnataka,RoC-Bangalore,NA,"9/10, INDIA BUILDING, R.NO.16,II FLOOR SADAR PATRAPPA ROAD, , BANGALORE. BANGALORE Karnataka INDIA",Indian Non-Government Company
U00068KA1988PTC009416,06-09-1988,M.K. CYLINDERS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"1704,Ramdev Galli, Belgaum Belgaum Karnataka INDIA",Indian Non-Government Company
U00069KA1947PLC000457,01-02-1947,NEW BHARAT CAFE (MYSORE) LIMITED,DISSOLVED,Public,Company Limited by Shares,"20,000.00",NA,Karnataka,RoC-Bangalore,NA,BANGALORE Karnataka INDIA 560001,Indian Non-Government Company
U00069KA1947PTC000490,05-07-1947,HOLIDAYS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","100,000.00",Karnataka,RoC-Bangalore,NA,abc abc bangalore Karnataka INDIA,Indian Non-Government Company
U00069KA1988PTC009618,21-11-1988,ASHNOR HOTELS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","1,000.00",Karnataka,RoC-Bangalore,NA,"NO.12,6TH CROSS,JAYMAHAL EXTN,BANGALORE-46 JAYMAHAL EXTN,BANGALORE-46 BANGALORE Karnataka INDIA 560046",Indian Non-Government Company
U00069KA1988PTC009620,24-11-1988,DEVATHA HOTELS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"ARVA THOKLU P O, SOUTH KODAGU-57213,KARNATAKA KARNATAKA Karnataka INDIA",Indian Non-Government Company
U00069KA1988PTC009707,21-12-1988,JAYA HOTELS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"GOWDAPPA GOWDA,S/O.SIDDAPPA-GOWDA, PATIL ADVOCATE H.NO. 3-2-71, SHORAPUR ANANDA SHORAPUR Karnataka INDIA",Indian Non-Government Company
U00069KA1988PTC009715,22-12-1988,R AND M PUBS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00",200,Karnataka,RoC-Bangalore,NA,"NO. 16/1,GBR COMPLEX,MATHIKERE EXTN, MATHIKERE BANGALORE Karnataka INDIA",Indian Non-Government Company
U00069KA1989PTC009997,13-04-1989,KATHYAYINE HOTELS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","17,500.00",Karnataka,RoC-Bangalore,NA,"NO.47, 8TH MAIN, VASANTH NAGAR BANGALORE BANGALORE Karnataka INDIA 560052",Indian Non-Government Company
U00069KA1993PTC014066,03-03-1993,OBIE FAST FOODS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"5THCROSS,3RD MAIN,RMV IISTAGEBANGALORE 560094 Karnataka INDIA",Indian Non-Government Company
U00069KA1993PTC014564,22-07-1993,T.T.AMUSEMENTS HUBLI PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"TITURI BUILDING,MOOR SAVIRMATHROAD,DAJIDANPETH HUBLI Karnataka INDIA",Indian Non-Government Company
U00069KA1993PTC014610,05-08-1993,KOLAR GARDEN RESORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"36,CHAMAKALA NILAYAOLD MADRAS ROAD BANGALORE 560016 Karnataka INDIA",Indian Non-Government Company
U00069KA1993PTC014750,22-09-1993,DAKSHIN HOTELS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"226, 18TH CROSS ANAND VIHAUPPER PALACE ORCHARDS SADASHIV NAGAR BNAGLORE. NAGAR, BNAGLORE. Karnataka INDIA",Indian Non-Government Company
U00069KA1993PTC014815,19-10-1993,HIMFAIR TOURISM COMPLEX PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"400,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"999/30, NITHYA MANSIONI MAIN, 4TH CROSS, VIJAYANAGAR, BANGALORE Karnataka INDIA 560084",Indian Non-Government Company
U00069KA1993PTC014879,4-11-1993,JAYSRI HOTELS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"5,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"23/1, 8TH MAIN, 3RD BLOCK,JAYANAGAR BANGALORE-560 011. JAYANAGAR, BANGALORE-560 011. Karnataka INDIA",Indian Non-Government Company
U00069KA1993PTC014886,5-11-1993,THE ROYAL ORCHARDS AND RESORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"NO.16, `PARIMALA`, SYNDICATEBANK COLONY MAGADI MAIN ROAD, BANGALORE - 560 079. BANGALORE - 560 079. Karnataka INDIA",Indian Non-Government Company
U00069KA1993PTC014898,8-11-1993,SUVISH RESORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,500,000.00",NA,Karnataka,RoC-Bangalore,NA,"NO.2040, 19TH MAIN, II BLOCK,RAJAJINAGAR BANGALORE - 560 010. 560 010. Karnataka INDIA",Indian Non-Government Company
U00069KA1993PTC014940,18-11-1993,GRAIL SYSTEMS AND SOLUTIONS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,500,000.00",NA,Karnataka,RoC-Bangalore,NA,"P.B.NO;34, RAJNAGAR,TUMKUR-572 101, KARNATAKA TUMKUR-572 101, KARNATAKA Karnataka INDIA",Indian Non-Government Company
U00069KA1994PLC015309,04-03-1994,SUVIDHA VACATIONS LIMITED,STRIKE OFF,Public,Company Limited by Shares,"1,000,000.00",70,Karnataka,RoC-Bangalore,NA,"22,SKANDA,KUMARAKRUPA ROADHIGH GROUNDS BANGALORE Karnataka INDIA",Indian Non-Government Company
U00069KA1994PLC016059,12-08-1994,LAKSHMINARAYANA INTERNATIONAL DEVELOPMENT COMPANY LIMITED,STRIKE OFF,Public,Company Limited by Shares,"5,000,000.00","9,000.00",Karnataka,RoC-Bangalore,NA,MILLERS TANK BUND ROADBANGALORE bangalore Karnataka INDIA 560052,Indian Non-Government Company
U00069KA1994PTC015200,07-02-1994,UDAYAMI (INDIA) PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","5,000.00",Karnataka,RoC-Bangalore,NA,"II LOOR, NEW PANCHMAL BUILDINGMANGALORE. Karnataka INDIA",Indian Non-Government Company
U00069KA1994PTC015271,24-02-1994,GURURAJ HOTELS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"P-1, GURUKRUPA, KALYANA NAGAR,BIJAPUR. BIJAPUR Karnataka INDIA",Indian Non-Government Company
U00069KA1994PTC015373,17-03-1994,GAURI RESORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"5,000,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"61,GAURI CHAMBERS,5TH MAIN ROAD,CHAMRAJPET BANGALORE Karnataka INDIA",Indian Non-Government Company
U00069KA1994PTC015383,18-03-1994,GEETHANJALI HOLIDAY RESORTS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"CH68,IV MAIN ROAD,SARASWATHIPURAM,MYSORE Karnataka INDIA",Indian Non-Government Company
U00069KA1994PTC015852,04-07-1994,GRAND HILL VIEW RESORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"430/25,8TH MAIN,5TH CROSSBANGALORE BANGALORE Karnataka INDIA",Indian Non-Government Company
